STT;Tên đầy đủ;Mã số doanh nghiệp;Sàn niêm yết;Mã chứng khoán
712;CTCP Lilama 18;0300390921;HOSE;LM8
713;CÔNG TY CỔ PHẦN LONG BEACH LMC;0105897161;UPCOM;LMC
714;CTCP Quốc tế Holding;0311803955;UPCOM;LMH
715;CTCP Đầu tư xây dựng lắp máy IDICO;3600975839;UPCOM;LMI
716;CÔNG TY CỔ PHẦN LỆ NINH;3100114609;UPCOM;LNC
717;CTCP Lilama 5;2800233448;UPCOM;LO5
718;Ngân hàng TMCP Lộc Phát Việt Nam;6300048638;HOSE;LPB
719;CTCP Thương mại và Sản xuất Lập Phương Thành;0800258431;UPCOM;LPT
720;Công ty Cổ phần Licogi Quảng Ngãi;4300208207;UPCOM;LQN
721;CTCP Bất Động Sản Sài Gòn Vi Na (Land Sai Gon);0305316946;UPCOM;LSG
722;CTCP Mía đường Lam Sơn;2800463346;HOSE;LSS
723;CTCP Điện nhẹ Viễn Thông;0101135243;UPCOM;LTC
724;CT CP Tập đoàn Lộc Trời;1600192619;UPCOM;LTG
725;CTCP Đầu tư Xây dựng Lương Tài;0302879813;UPCOM;LUT
726;Tổng công ty May 10 - CTCP;0100101308;UPCOM;M10
727;Công ty Cổ phần Thiết bị;0500233549;UPCOM;MA1
728;Công ty cổ phần Tập đoàn Macstar;0200563063;HNX;MAC
729;CTCP Dịch vụ Hàng không Sân bay Đà Nẵng;0400102045;HNX;MAS
730;CTCP Khai khoáng và Cơ khí hữu nghị Vĩnh Sinh;2600632004;Chưa niêm yết và chưa Upcom;MAX
731;Ngân hàng TMCP Quân đội;0100283873;HOSE;MBB
732;CTCP Tập đoàn MBG;0102382580;HNX;MBG
733;CTCP Môi trường và Công trình Đô thị Bắc Ninh;2300181671;UPCOM;MBN
734;CTCP Bất động sản cho thuê Minh Bảo Tín;3702592225;UPCOM;MBT
735;CTCP Gạch Ngói Cao Cấp;3700762464;HNX;MCC
736;CTCP Xây lắp cơ khí và lương thực thực phẩm;1100664038;HNX;MCF
737;CTCP Năng lượng và Bất động sản MCG;0100103295;UPCOM;MCG
738;CTCP Hàng tiêu dùng Ma San;0302017440;UPCOM;MCH
739;Công ty CP Giống bò sữa Mộc Châu;5500154060;HOSE;MCM
740;CTCP Đầu tư và Xây dựng BDC Việt Nam;0101413483;HNX;MCO
741;CTCP In và Bao bì Mỹ Châu;0301671386;HOSE;MCP
742;CTCP Môi trường đô thị Đông Anh;0107726267;UPCOM;MDA
743;CTCP Than Mông Dương - Vinacomin;5700101203;HNX;MDC
744;CTCP Gỗ MDF VRG - Quảng Trị;3200228141;UPCOM;MDF
745;CÔNG TY CỔ PHẦN MIỀN ĐÔNG;3600256545;HOSE;MDG
746;Công ty Cổ phần Cơ khí - Lắp máy Sông Đà;5400240573;UPCOM;MEC
747;Công ty Cổ phần Dược trung ương Mediplantex;0100108430;HNX;MED
748;Công ty cổ phần MEINFA;4600283621;UPCOM;MEF
749;CTCP Thép Mê Lin;2500222727;HNX;MEL
750;CTCP Cơ điện Công trình;0100106190;UPCOM;MES
751;CTCP Dịch vụ Kỹ thuật Mobifone;0102636299;UPCOM;MFS
752;CTCP Địa chất mỏ - TKV;5701436805;UPCOM;MGC
753;Tổng công ty Đức Giang - CTCP;0100101403;UPCOM;MGG
754;Công ty cổ phần Tập đoàn Mgroup;0312267721;UPCOM;MGR
755;CTCP KCN Cao su Bình Long;3800378251;UPCOM;MH3
756;CTCP MHC;0100793715;HOSE;MHC
757;Công ty CP Minh Hữu Liên;0305173769;UPCOM;MHL
758;CTCP Kỹ nghệ khoáng sản Quảng Nam;4000100139;HNX;MIC
759;Tổng công ty Máy và Thiết bị công nghiệp - CTCP;0100101379;UPCOM;MIE
760;Tổng CTCP Bảo hiểm Quân đội;43GP/KDBH;HOSE;MIG
761;Công Ty Cổ Phần Hóa - Dược Phẩm MEKOPHAR;0302533156;UPCOM;MKP
762;CTCP Dược thú y Cai Lậy;1200505472;HNX;MKV
763;Công ty Cổ phần Môi trường Đô thị tỉnh Lào Cai;5300133049;UPCOM;MLC
764;CTCP Chăn nuôi - Mitraco;3001065982;UPCOM;MLS
765;CTCP Khoáng sản Mangan;3000376142;Chưa niêm yết và chưa Upcom;MMC
766;CTCP Masan MeatLife;0311224517;UPCOM;MML
767;Tổng công ty May Nhà Bè - CTCP;0300398889;UPCOM;MNB
768;CTCP Môi trường Nam Định;0600143867;UPCOM;MND
769;CTCP Tập đoàn Thủy sản Minh Phú;2000393273;UPCOM;MPC
770;Công Ty Cổ Phần Tập đoàn MPT (tên cũ CTCP May Phú Thành);0500578254;UPCOM;MPT
771;CTCP Môi trường đô thị Phú Yên;4400115884;UPCOM;MPY
772;CTCP Môi trường và Phát triển đô thị Quảng Bình;3100488562;UPCOM;MQB
773;Công ty cổ phần Môi trường Đô thị Quảng Ngãi;4300225555;UPCOM;MQN
774;CONG TY CP MERUFA;0300478598;UPCOM;MRF
775;Ngân hàng TMCP Hàng Hải Việt Nam;0200124891;HOSE;MSB
776;CTCP May Sông Hồng;0600333307;HOSE;MSH
777;CTCP Tập đoàn Masan;0303576603;HOSE;MSN
778;CTCP Masan High - Tech Materials;0309966889;UPCOM;MSR
779;Công ty CP Đầu tư MST;0103983390;HNX;MST
780;Tổng Công ty khoáng sản và thương mại Hà Tĩnh-CTCP;3000310977;UPCOM;MTA
781;CTCP Môi trường và Công trình đô thị tỉnh Thái Bình;1000219925;UPCOM;MTB
782;CTCP MT Gas;1100480979;UPCOM;MTG
783;Công ty cổ phần Môi trường Đô thị Hà Đông;0500332500;UPCOM;MTH
784;CTCP Dịch vụ môi trường đô thị Từ Liêm;0106893917;UPCOM;MTL
785;Công ty Cổ phần Dược Medipharco;3300101406;UPCOM;MTP
786;CTCP Vật tư - TKV;5700100707;UPCOM;MTS
787;CTCP Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu;3500137706;UPCOM;MTV
788;Tổng CT Công nghiệp mỏ Việt Bắc TKV-CTCP;0100100015;HNX;MVB
789;CTCP Vật liệu và xây dựng Bình Dương;3700148529;UPCOM;MVC
790;Tổng Công ty Hàng hải Việt Nam - CTCP;0100104595;UPCOM;MVN
791;CTCP Đầu tư thế giới di động;0306731335;HOSE;MWG
792;Công ty cổ phần MiZa;0105028958;UPCOM;MZG
793;Ngân hàng TMCP Nam Á;0300872315;HOSE;NAB
794;CTCP Tư vấn xây dựng tổng hợp - NAGECCO;0300403987;UPCOM;NAC
795;Công ty CP Nafoods Group;2900326375;HOSE;NAF
796;CTCP Tập đoàn Nagakawa;2500217389;HNX;NAG
797;CTCP Cảng Nghệ Tĩnh;2900325068;HNX;NAP
798;CTCP Dịch vụ Hàng không Sân bay Nội Bài;0100108254;UPCOM;NAS
799;CÔNG TY CỔ PHẦN MÔI TRƯỜNG VÀ CÔNG TRÌNH ĐÔ THỊ NGHỆ AN;2900326985;UPCOM;NAU
800;CÔNG TY CỔ PHẦN NAM VIỆT;0302205973;HOSE;NAV
801;Công ty Cổ phần Cấp nước Nghệ An;2900324240;UPCOM;NAW
802;CTCP Đầu tư Năm Bảy Bảy;0303885305;HOSE;NBB
803;Công ty cổ phần Than Núi Béo – Vinacomin;5700101700;HNX;NBC
804;CTCP Sách và Thiết bị giáo dục Miền Bắc;0104546308;UPCOM;NBE
805;Công ty Cổ phần Nhiệt điện Ninh Bình;2700283389;HNX;NBP
806;Công Ty Cổ Phần Cấp thoát nước Bến Tre;1300107725;UPCOM;NBT
807;CÔNG TY CỔ PHẦN CẤP NƯỚC NHÀ BÈ;0304789298;HNX;NBW
808;CTCP Tập đoàn Nova Consumer;0301447257;UPCOM;NCG
809;Công ty cổ phần Suất ăn Hàng không Nội Bài;0101509403;UPCOM;NCS
810;CTCP Dịch vụ hàng hóa Nội Bài;0101640729;HOSE;NCT
811;CTCP Đầu tư và Phát triển điện miền Bắc 2;5300215527;UPCOM;ND2
812;Công ty cổ phần Nam Dược;0101452595;UPCOM;NDC
813;CTCP Chế biến thực phẩm nông sản xuất khẩu Nam Định;0600265248;UPCOM;NDF
814;CTCP Đầu tư phát triển nhà Đà Nẵng;0400101323;HNX;NDN
815;Công Ty Cổ Phần Dược phẩm 2/9;0302404048;UPCOM;NDP
816;Tổng CTCP Dệt May Nam Định;0600019436;UPCOM;NDT
817;CÔNG TY CỔ PHẦN CẤP NƯỚC NAM ĐỊNH;0600008000;UPCOM;NDW
818;CTCP Xây lắp Phát triển nhà Đà Nẵng;0400620833;HNX;NDX
819;Công ty Cổ phần Đầu tư và Phát triển điện Tây Bắc;5500271984;UPCOM;NED
820;Công ty cổ phần Bột giặt NET;3600642822;HNX;NET
821;CTCP Phân lân Ninh Bình;2700224471;HNX;NFC
822;CTCP Chế biến thủy sản xuất khẩu Ngô Quyền;1700460163;UPCOM;NGC
823;Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội;0700222689;HOSE;NHA
824;CTCP Gạch ngói Nhị Hiệp;3700358798;HNX;NHC
825;Công ty Cổ phần Nhựa Hà Nội;0100100858;HOSE;NHH
826;CTCP Sản xuất xuất nhập khẩu NHP;0106332492;UPCOM;NHP
827;CTCP Sản xuất và thương mại Nam Hoa;0303292182;HOSE;NHT
828;CTCP Sức khỏe Hồi Sinh Việt Nam;4600483821;UPCOM;NHV
829;Công ty cổ phần May Nam Định;0600328515;UPCOM;NJC
830;CTCP Thép Nam Kim;3700477019;HOSE;NKG
831;Công ty CP Đầu tư Nam Long;0301438936;HOSE;NLG
832;CTCP Cấp thoát nước Lạng Sơn;4900101738;UPCOM;NLS
833;CTCP Đá Núi Nhỏ;3700762471;HOSE;NNC
834;CTCP Cấp nước Ninh Thuận;4500289362;UPCOM;NNT
835;Công Ty Cổ Phần Tập Đoàn 911;0105207386;HOSE;NO1
836;CTCP Vận tải Biển Bắc (CTCP Vận tải biển và Thương mại Phương Đông);0100105609;UPCOM;NOS
837;Công ty Cổ phần Cấp nước Quảng Bình;3100130287;UPCOM;NQB
838;CTCP Nước sạch Quảng Ninh;5700100104;UPCOM;NQN
839;CÔNG TY CỔ PHẦN TẬP ĐOÀN NRC;0312695565;HNX;NRC
840;CTCP Nước sạch số 2 Hà Nội;0100106088;UPCOM;NS2
841;Công ty cổ phần Tập đoàn giống cây trồng Việt Nam;0101449271;HOSE;NSC
842;CTCP Nhựa Sài Gòn;0300766500;UPCOM;NSG
843;CTCP Tập đoàn Nhôm Sông Hồng Shalumi;2600213532;HNX;NSH
844;CTCP Cấp nước Sơn La;5500154649;UPCOM;NSL
845;CTCP Nông súc sản Đồng Nai;3600267730;UPCOM;NSS
846;CTCP Ngân Sơn;0100100199;HNX;NST
847;CTCP Điện Lực Dầu Khí Nhơn Trạch 2;3600897316;HOSE;NT2
848;CTCP Đầu tư Xây dựng và khai thác công trình giao thông 584;0304967631;UPCOM;NTB
849;CTCP Khu công nghiệp Nam Tân Uyên;3700621209;UPCOM;NTC
850;Công ty CP Dược Vật tư Y tế Nghệ An;2900491298;UPCOM;NTF
851;Công ty Cổ phần Thủy điện Nước Trong;4300322171;HNX;NTH
852;CTCP Phát triển Đô thị Từ Liêm;0101533886;HOSE;NTL
853;CTCP Nhựa Thiếu niên Tiền Phong;0200167782;HNX;NTP
854;Công ty Cổ phần Dệt - May Nha Trang;4200237973;UPCOM;NTT
855;CTCP Cấp nước Nhơn Trạch;3600977120;UPCOM;NTW
856;CTCP Môi trường đô thị Nha Trang;4200444916;UPCOM;NUE
857;Ngân hàng TMCP Quốc Dân;1700169765;HNX;NVB
858;CTCP Tập đoàn Đầu tư Địa ốc No Va;0301444753;HOSE;NVL
859;CTCP Nhà Việt Nam;0302556594;Chưa niêm yết và chưa Upcom;NVN
860;CTCP Nước sạch Vĩnh Phúc;2500144719;UPCOM;NVP
861;CTCP BĐS Du lịch Ninh Vân Bay;0102051941;HOSE;NVT
862;Công ty cổ phần Vận tải Newway;0106921949;UPCOM;NWT
863;CTCP Sản xuất và Cung ứng Vật liệu xây dựng Kon Tum;6100102662;UPCOM;NXT
864;Ngân hàng TMCP Phương Đông;0300852005;HOSE;OCB
865;CTCP One Capital Hospitality;0800338870;HNX;OCH
866;CTCP Tập đoàn Truyền thông và Giải trí ODE;0107602021;UPCOM;ODE
867;Công ty Cổ phần Tập đoàn Đại Dương;0102278484;HOSE;OGC
868;Tổng công ty Dầu Việt Nam - CTCP;0305795054;UPCOM;OIL
869;CTCP Truyền Thông số 1;0100233174;HNX;ONE
870;CTCP Dịch vụ Một thế giới;0306507037;UPCOM;ONW
871;Công Ty Cổ Phần Dược Phẩm OPC;0302560110;HOSE;OPC
872;Công ty CP Pin Ắc quy Miền Nam;0300405462;HOSE;PAC
873;CTCP Công nghệ thông tin, Viễn thông và Tự động hóa Dầu khí;0103349508;UPCOM;PAI
874;CTCP Tập đoàn PAN;0301472704;HOSE;PAN
875;Công ty Cổ phần Dầu khí Đầu tư Khai thác Cảng Phước An (PAP);3601010336;UPCOM;PAP
876;CTCP Quốc tế Phương Anh;0900613295;UPCOM;PAS
877;CTCP Phốt pho Apatit Việt Nam;5300656602;UPCOM;PAT
878;CTCP Dược Phẩm Trung Ương I - Pharbaco;0100109032;UPCOM;PBC
879;CTCP Bao bì Dầu khí Việt Nam;1900437757;HNX;PBP
880;Công ty cổ phần Nhà và Thương mại Dầu khí;4300429492;UPCOM;PBT
881;CÔNG TY CỔ PHẦN TẬP ĐOÀN PC1;0100100745;HOSE;PC1
882;CTCP Tập đoàn Xây lắp 1 - Petrolimex;0100108180;UPCOM;PCC
883;CTCP Phân Bón và Hóa Chất Dầu Khí Miền Trung;4100733174;HNX;PCE
884;Công ty cổ phần Cà phê PETEC;0304263392;UPCOM;PCF
885;CTCP Đầu tư phát triển gas đô thị;0102349865;HNX;PCG
886;Công ty cổ phần Nhựa Picomat;0104518043;HNX;PCH
887;CTCP VẬT LIỆU XÂY DỰNG BƯU ĐIỆN;0100687185;UPCOM;PCM
888;CTCP Vận tải Khí và Hóa chất Việt Nam;0305020272;HNX;PCT
889;CTCP Tập đoàn Đầu tư Din Capital;0401333013;HNX;PDB
890;CTCP Du lịch Dầu Khí Phương Đông;2900781381;UPCOM;PDC
891;CTCP Cảng Đồng Nai;3600334112;HOSE;PDN
892;CTCP Phát Triển BĐS Phát Đạt;0303493756;HOSE;PDR
893;Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt;0304934883;HOSE;PDV
894;Tổng công ty Thương mại Kỹ thuật và Đầu tư - CTCP (PETEC);0300649476;UPCOM;PEG
895;CTCP XÂY LẮP III PETROLIMEX;0302536580;HNX;PEN
896;CTCP Thiết bị Xăng dầu Petrolimex;0100108102;UPCOM;PEQ
897;Tổng công ty CP Dịch vụ Tổng Hợp Dầu Khí;0300452060;HOSE;PET
898;CTCP Dầu khí Đông Đô;0102293517;UPCOM;PFL
899;Ngân hàng TMCP Xăng dầu Petrolimex;1400116233;UPCOM;PGB
900;Tổng Công ty Gas Petrolimex - CTCP;0101447725;HOSE;PGC
901;CTCP Phân phối Khí thấp áp Dầu khí Việt Nam;0304998686;HOSE;PGD
902;Tổng Công Ty Cổ phần Bảo hiểm Petrolimex;67GP/KDBH;HOSE;PGI
903;CTCP Phụ gia nhựa;2500287403;HNX;PGN
904;CTCP Kinh doanh Khí Miền Nam;0305097236;HNX;PGS
905;CÔNG TY CỔ PHẦN PGT HOLDINGS;0303527483;HNX;PGT
906;Tổng Công ty Phát điện 3 - Công ty cổ phần;3502208399;HOSE;PGV
907;CTCP Xây dựng Phục Hưng Holdings;0101311315;HOSE;PHC
908;CTCP Hồng Hà Việt Nam;0100109674;UPCOM;PHH
909;CTCP Pin Hà Nội;0100100752;HNX;PHN
910;Công ty cổ phần Cảng Hải Phòng;0200236845;UPCOM;PHP
911;Công ty cổ phần cao su Phước Hòa;3700147532;HOSE;PHR
912;CTCP Tin học Viễn thông Petrolimex;0101409374;HNX;PIA
913;CTCP Đầu tư Điện Lực 3;0400599162;HNX;PIC
914;CTCP Trang trí nội thất dầu khí;0103467702;UPCOM;PID
915;Tổng công ty PISICO Bình Định - CTCP;4100258987;UPCOM;PIS
916;CTCP XNK Petrolimex;0301776741;HOSE;PIT
917;CTCP PIV;0102636059;UPCOM;PIV
918;CTCP Thương mại và Vận tải Petrolimex Hà Nội;0100919284;HNX;PJC
919;Công ty CP Cấp nước Phú Hòa Tân;0304796249;UPCOM;PJS
920;CTCP Vận tải xăng dầu đường thủy Petrolimex;0301825283;HOSE;PJT
921;CTCP Đầu tư và dịch vụ hạ tầng xăng dầu;0101788806;UPCOM;PLA
922;Tổng công ty Hóa dầu Petrolimex - CTCP;0101463614;HNX;PLC
923;CTCP Tư vấn xây dựng Petrolimex;0101466968;UPCOM;PLE
924;CTCP Kho vận Petec;3700791715;UPCOM;PLO
925;CTCP Sản xuất và công nghệ nhựa Pha Lê;0103018538;HOSE;PLP
926;Tập đoàn Xăng dầu Việt Nam;0100107370;HOSE;PLX
927;CTCP Phân bón và Hóa chất Dầu khí Miền Bắc;0102886450;HNX;PMB
928;CTCP Dược phẩm Dược liệu Pharmedic;0300483037;HNX;PMC
929;CTCP Đầu tư và Sản xuất Petro Miền Trung;4000462724;HOSE;PMG
930;CTCP Vật tư Bưu điện;0300464683;UPCOM;PMJ
931;CTCP Bao bì Đạm Phú Mỹ;3500874315;HNX;PMP
932;CTCP Cơ khí Xăng dầu;0301838116;HNX;PMS
933;CÔNG TY CỔ PHẦN VIỄN THÔNG TELVINA VIỆT NAM;0100682645;UPCOM;PMT
934;CTCP Cấp nước Phú Mỹ;3500677525;UPCOM;PMW
935;CT CP Văn Hóa Phương Nam;0301860552;HOSE;PNC
936;CTCP Xăng dầu Dầu khí Nam Định;0600759399;UPCOM;PND
937;Công ty Cổ phần Thương mại Phú Nhuận;0301428617;UPCOM;PNG
938;CTCP Vàng bạc đá quý Phú Nhuận;0300521758;HOSE;PNJ
939;CTCP Tân Cảng - Phú Hữu;0309444635;UPCOM;PNP
940;Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận;0300428854;UPCOM;PNT
941;CTCP xăng dầu Dầu khí Hưng Yên;1000808141;UPCOM;POB
942;CTCP Thép Pomina;3700321364;UPCOM;POM
943;Công ty Cổ phần Vận hành và Xây lắp PTSC;3500818790;UPCOM;POS
944;CTCP Thiết bị Bưu điện;0100686865;HNX;POT
945;CTCP Xăng dầu Dầu khí Vũng Áng;3000413193;UPCOM;POV
946;Tổng công ty Điện lực Dầu khí Việt Nam-CTCP;0102276173;HOSE;POW
947;CTCP Nhiệt điện Phả Lại;0800296853;HOSE;PPC
948;CTCP Tư vấn Đầu tư PP Enterprise;0102403985;HNX;PPE
949;Tổng CTCP Phong Phú;0301446006;UPCOM;PPH
950;CTCP Đầu tư và Phát triển Dự án hạ tầng Thái Bình Dương;0303614496;UPCOM;PPI
951;CTCP Dược phẩm Phong Phú;0301427564;HNX;PPP
952;CTCP Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam;0102560459;HNX;PPS
953;CTCP PETRO TIMES;0201651354;HNX;PPT
954;CTCP Xăng dầu dầu khí Phú Yên;4400114094;HNX;PPY
955;CTCP Dịch vụ Dầu khí Quảng Ngãi PTSC;4300351623;UPCOM;PQN
956;Công ty cổ phần Logistics PortserCo;0400438101;HNX;PRC
957;Tổng công ty cổ phần tái bảo hiểm Hà Nội (Tổng công ty cổ phần tái bảo hiểm PVI);0105434036;HNX;PRE
958;Công ty Cổ phần Procimex Việt Nam;0400100506;UPCOM;PRO
959;Tổng công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP;3700148166;UPCOM;PRT
960;Công ty Cổ phần Đầu tư Dầu khí Sao Mai - Bến Đình;3500794814;UPCOM;PSB
961;CTCP Vận tải và dịch vụ Petrolimex Sài Gòn;0302160137;HNX;PSC
962;CTCP Dịch vụ phân phối tổng hợp dầu khí;0305482862;HNX;PSD
963;Công ty cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ;0305918852;HNX;PSE
964;CTCP Đầu tư và Xây lắp dầu khí Sài Gòn;0305858385;UPCOM;PSG
965;CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu;6300177249;HOSE;PSH
966;Công ty Cổ phần Chăn nuôi Phú Sơn;3600271092;UPCOM;PSL
967;CTCP Cảng dịch vụ dầu khí tổng hợp PTSC Thanh Hóa;2801448559;UPCOM;PSN
968;Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ;0200754420;UPCOM;PSP
969;CTCP Phân bón và Hóa chất dầu khí Tây Nam Bộ;1800722461;HNX;PSW
970;CTCP Phú Tài;4100259236;HOSE;PTB
971;CTCP Đầu tư iCapital;0100686544;HOSE;PTC
972;CTCP Thiết kế Xây dựng Thương mại Phúc Thịnh;0302365984;HNX;PTD
973;CTCP Xi măng Phú Thọ;2600116271;UPCOM;PTE
974;CÔNG TY CỔ PHẦN MAY XUẤT KHẨU PHAN THIẾT;3400353333;UPCOM;PTG
975;CTCP Vận tải và Dịch vụ Petrolimex Hà Tây;0500387891;UPCOM;PTH
976;Tổng CTCP Bảo Hiểm Bưu Điện;41AGP/KDBH;HNX;PTI
977;CTCP Victory Capital (Tên cũ: CTCP Đầu tư Hạ tầng và Đô thị Dầu khí);0305284081;HOSE;PTL
978;CTCP Sản xuất, thương mại và dịch vụ ô tô PTM;0101116000;UPCOM;PTM
979;CTCP Dịch vụ Xây dựng Công trình Bưu điện;0304731322;UPCOM;PTO
980;CTCP Dịch vụ viễn thông và In bưu điện;0100687474;UPCOM;PTP
981;CTCP Vận tải và Dịch vụ Petrolimex Hải Phòng;0200412699;HNX;PTS
982;CTCP Vận tải Dầu khí Đông Dương;0102327357;UPCOM;PTT
983;CTCP Thương mại Dầu khí;0305447723;UPCOM;PTV
984;CTCP Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh;2900428497;UPCOM;PTX
985;CTCP Đầu tư PV2;0102306389;HNX;PV2
986;CTCP - Tổng công ty Xây lắp Dầu khí Nghệ An;2900325413;UPCOM;PVA
987;CTCP Bọc ống dầu khí Việt Nam;0600393680;HNX;PVB
988;Tổng công ty Hoá chất và dịch vụ Dầu khí - CTCP;0100150873;HNX;PVC
989;Tổng CTCP Khoan và Dịch vụ Khoan Dầu khí (PV Drilling);0302495126;HOSE;PVD
990;Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP;0301479273;UPCOM;PVE
991;CTCP Kinh doanh LPG Việt Nam;0102311149;HNX;PVG
992;CTCP Xây lắp Dầu khí Thanh Hóa;2800947548;UPCOM;PVH
993;Công ty cổ phần PVI;0100151161;HNX;PVI
994;CTCP Đầu tư tài chính bảo hiểm dầu khí;0102469707;Chưa niêm yết và chưa Upcom;PVIF
995;Công ty Cổ phần Địa ốc Dầu khí;0102380872;UPCOM;PVL
996;CTCP Máy - Thiết bị Dầu khí;0101394512;UPCOM;PVM
997;CÔNG TY CỔ PHẦN DẦU NHỜN PV OIL;0103100084;UPCOM;PVO
998;CTCP Vận tải dầu khí Thái Bình Dương;0305475110;HOSE;PVP
999;CTCP Đầu tư PVR Hà Nội;0500547376;UPCOM;PVR
1000;Tổng CTCP Dịch vụ Kỹ thuật Dầu khí Việt Nam;0100150577;HNX;PVS
1001;Tổng Công ty cổ phần Vận tải dầu khí;0302743192;HOSE;PVT
1002;Công ty cổ phần Vinaconex 39;0102141289;UPCOM;PVV
1003;Tổng CTCP Xây lắp Dầu khí Việt Nam;3500102365;UPCOM;PVX
1004;CTCP Chế tạo giàn khoan dầu khí;3500806844;UPCOM;PVY
1005;CTCP Bất động sản dầu khí;0102025250;UPCOM;PWA
1006;Công ty cổ phần Cấp thoát nước Phú Yên;4400115690;UPCOM;PWS
1007;CTCP Xi măng Sông Lam 2;2900325156;UPCOM;PX1
1008;CTCP Đầu tư và Thương mại Dầu khí Nghệ An;2900872462;UPCOM;PXA
1009;CTCP Phát triển đô thị dầu khí;2000492299;UPCOM;PXC
1010;CTCP Xây dựng Công nghiệp và dân dụng dầu khí;3500832971;UPCOM;PXI
1011;CTCP Đầu tư Khu công nghiệp Dầu khí Long Sơn;3500811001;UPCOM;PXL
1012;CTCP Xây lắp dầu khí Miền Trung;4300368987;UPCOM;PXM
1013;CTCP Kết cấu kim loại và lắp máy dầu khí;3500834094;UPCOM;PXS
1014;Công ty cổ phần xây lắp đường ống bể chứa Dầu Khí;3500833615;UPCOM;PXT
1015;CTCP XNK Quảng Bình;0200730878;UPCOM;QBS
1016;CTCP Đầu tư xây dựng và phát triển hạ tầng viễn thông;4000364082;UPCOM;QCC
1017;CTCP Quốc Cường Gia Lai;5900409387;HOSE;QCG
1018;CTCP que hàn điện Việt Đức;0500445085;HNX;QHD
1019;CTCP Nước khoáng Quảng Ninh;5700379618;UPCOM;QHW
1020;CTCP Xi măng và Xây dựng Quảng Ninh;5700100263;UPCOM;QNC
1021;Công ty cổ phần Cảng Quy Nhơn;4100258793;HOSE;QNP
1022;CTCP Đường Quảng Ngãi;4300205943;UPCOM;QNS
1023;CTCP Tư vấn và Đầu tư phát triển Quảng Nam;4001205776;UPCOM;QNT
1024;Công ty Cổ phần môi trường đô thị Quảng Nam;4000108321;UPCOM;QNU
1025;CTCP Cấp thoát nước và xây dựng Quảng Ngãi;4300326264;UPCOM;QNW
1026;CTCP Thủy điện Quế Phong;2900687702;UPCOM;QPH
1027;CTCP Tân Cảng Quy Nhơn;4100694020;UPCOM;QSP
1028;CTCP Sách và thiết bị trường học Quảng Ninh;5700101549;HNX;QST
1029;CTCP Công trình giao thông Vận tải Quảng Nam;4000390766;HNX;QTC
1030;CTCP Nhiệt điện Quảng Ninh;5700434869;UPCOM;QTP
1031;Công ty Cổ Phần Bóng đèn Phích nước Rạng Đông;0101526991;HOSE;RAL
1032;CTCP Vận tải và thương mại đường sắt;0101206286;UPCOM;RAT
1033;CTCP Công nghiệp và xuất nhập khẩu Cao Su;0300694937;UPCOM;RBC
1034;Công ty cổ phần Tổng công ty công trình đường sắt;3300101075;UPCOM;RCC
1035;CTCP Xây dựng - Địa ốc Cao su;0300695916;UPCOM;RCD
1036;CTCP Địa ốc Chợ Lớn;0300450962;HNX;RCL
1037;Công Ty Cổ Phần Rạng Đông Holding;0300384357;HOSE;RDP
1038;CTCP Cơ điện lạnh;0300741143;HOSE;REE
1039;CTCP Tu bổ di tích Trung ương - Vinaremon;0100123319;Chưa niêm yết và chưa Upcom;REM
1040;CTCP Regal Group;0401414671;UPCOM;RGG
1041;CTCP Quốc tế Hoàng Gia;5700102119;UPCOM;RIC
1042;Công ty Cổ phần Cao su Tân Biên;3900242832;UPCOM;RTB
1043;Công ty cổ phần Sản xuất và Đầu tư Hoàng Gia;3501459505;HOSE;RYG
1044;CTCP Sông Đà 12;0100105140;UPCOM;S12
1045;CTCP Thủy điện Sê San 4A;5900413305;HOSE;S4A
1046;Công ty cổ phần Sông Đà 505;5900320629;HNX;S55
1047;Công ty cổ phần Sông Đà 7.02;5400232452;UPCOM;S72
1048;CTCP Sông Đà 7.04;5500296523;UPCOM;S74
1049;Công ty cổ phần SCI;0101405355;HNX;S99
1050;Tổng CTCP Bia - Rượu - nước giải khát Sài Gòn;0300583659;HOSE;SAB
1051;Công ty Cổ phần Xếp dỡ và Dịch vụ Cảng Sài Gòn;0310346174;UPCOM;SAC
1052;CTCP Lương thực thực phẩm Safoco;0303752249;HNX;SAF
1053;CTCP Trục vớt cứu hộ Việt Nam;0300430099;UPCOM;SAL
1054;Công ty CP SAM Holdings;3600253537;HOSE;SAM
1055;CTCP In sách giáo khoa Tp. Hồ Chí Minh;0303171300;UPCOM;SAP
1056;CTCP Dịch vụ Hàng không sân bay Tân Sơn Nhất;0301123125;UPCOM;SAS
